"No.","Time","Source","Destination","Protocol","Info","Length","Delta"
"239","0.360156","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000687"
"240","0.361010","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000854"
"241","0.362000","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000990"
"242","0.362905","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000905"
"243","0.363686","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000781"
"244","0.364679","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000993"
"245","0.365480","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000801"
"246","0.366357","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000877"
"247","0.367247","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000890"
"248","0.368131","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"249","0.369008","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000877"
"250","0.369897","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000889"
"251","0.370783","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"252","0.371662","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000879"
"253","0.372663","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001001"
"254","0.373533","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000870"
"255","0.453095","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.079562"
"256","0.454277","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001182"
"257","0.455330","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001053"
"258","0.456354","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001024"
"259","0.457530","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001176"
"260","0.458373","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000843"
"261","0.458939","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000566"
"262","0.459623","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000684"
"263","0.460165","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000542"
"264","0.460697","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000532"
"265","0.461267","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000570"
"266","0.461799","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000532"
"267","0.462297","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000498"
"268","0.462947","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000650"
"269","0.463837","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000890"
"270","0.464727","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000890"
"271","0.465793","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001066"
"272","0.466493","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000700"
"273","0.467380","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"274","0.468267","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"275","0.469150","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000883"
"276","0.470039","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000889"
"277","0.470924","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"278","0.471812","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000888"
"279","0.472801","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000989"
"280","0.473585","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000784"
"281","0.474489","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000904"
"282","0.475363","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000874"
"283","0.476247","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"284","0.477129","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"285","0.478021","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000892"
"286","0.478905","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"287","0.479794","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000889"
"288","0.480676","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"289","0.481598","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000922"
"290","0.482481","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000883"
"291","0.483414","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000933"
"292","0.484253","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000839"
"293","0.485129","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000876"
"294","0.486018","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000889"
"295","0.486884","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000866"
"296","0.487768","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"297","0.488653","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"298","0.489541","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000888"
"299","0.490427","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"300","0.491313","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"301","0.492198","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"302","0.493086","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000888"
"303","0.493970","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"304","0.494865","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000895"
"305","0.495846","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000981"
"306","0.496731","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"307","0.497621","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000890"
"308","0.498503","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"309","0.499389","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"310","0.500275","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"311","0.501433","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001158"
"312","0.502182","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000749"
"313","0.503070","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000888"
"314","0.503749","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000679"
"315","0.504654","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000905"
"316","0.505571","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000917"
"317","0.506741","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001170"
"318","0.507480","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000739"
"319","0.508375","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000895"
"320","0.509144","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000769"
"321","0.510023","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000879"
"322","0.510914","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000891"
"323","0.511739","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000825"
"324","0.512634","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000895"
"325","0.513518","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"326","0.514386","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000868"
"327","0.515271","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"328","0.516155","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"329","0.517075","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000920"
"330","0.517958","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000883"
"331","0.518849","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000891"
"332","0.519728","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000879"
"333","0.520613","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"334","0.521485","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000872"
"335","0.522365","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000880"
"336","0.523267","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000902"
"337","0.602483","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.079216"
"338","0.603245","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000762"
"339","0.604648","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001403"
"340","0.606293","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001645"
"341","0.607245","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000952"
"342","0.607884","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000639"
"343","0.608434","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000550"
"344","0.608960","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000526"
"345","0.609650","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000690"
"346","0.610204","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000554"
"347","0.610708","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000504"
"348","0.611210","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000502"
"349","0.611823","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000613"
"350","0.612668","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000845"
"351","0.613571","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000903"
"352","0.614503","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000932"
"353","0.615328","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000825"
"354","0.616212","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"355","0.617095","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000883"
"356","0.617985","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000890"
"357","0.618872","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"358","0.619757","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"359","0.620642","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"360","0.621566","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000924"
"361","0.622421","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000855"
"362","0.623303","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"363","0.624190","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"364","0.625153","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000963"
"365","0.625984","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000831"
"366","0.626852","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000868"
"367","0.627736","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000884"
"368","0.628622","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"369","0.629513","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000891"
"370","0.630429","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000916"
"371","0.631286","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000857"
"372","0.632237","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000951"
"373","0.633055","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000818"
"374","0.633942","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"375","0.635118","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001176"
"376","0.635728","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000610"
"377","0.636599","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000871"
"378","0.637498","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000899"
"379","0.638377","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000879"
"380","0.639262","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"381","0.640143","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000881"
"382","0.641029","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"383","0.641916","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"384","0.642802","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"385","0.643687","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000885"
"386","0.644586","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000899"
"387","0.645459","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000873"
"388","0.646345","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"389","0.647232","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000887"
"390","0.648118","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"391","0.649107","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000989"
"392","0.649913","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000806"
"393","0.651092","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001179"
"394","0.652073","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000981"
"395","0.652791","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000718"
"396","0.653811","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001020"
"397","0.654409","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000598"
"398","0.655261","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000852"
"399","0.656378","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001117"
"400","0.657226","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000848"
"401","0.658154","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000928"
"402","0.658982","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000828"
"403","0.659656","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000674"
"404","0.660538","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"405","0.661436","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000898"
"406","0.662346","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000910"
"407","0.663306","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000960"
"408","0.664141","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000835"
"409","0.664983","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000842"
"410","0.665891","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000908"
"411","0.666777","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"412","0.667638","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000861"
"413","0.668551","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000913"
"414","0.669603","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001052"
"415","0.670370","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000767"
"416","0.671191","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000821"
"417","0.672111","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000920"
"418","0.672976","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000865"
"419","0.751984","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.079008"
"420","0.752939","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000955"
"421","0.753628","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000689"
"422","0.754644","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001016"
"423","0.756161","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001517"
"424","0.757116","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000955"
"425","0.757794","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000678"
"426","0.758430","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000636"
"427","0.759194","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000764"
"428","0.759858","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000664"
"429","0.760624","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000766"
"430","0.762205","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001581"
"431","0.762874","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000669"
"432","0.764283","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001409"
"433","0.764900","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000617"
"434","0.766513","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.001613"
"435","0.767147","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000634"
"436","0.767927","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000780"
"437","0.768491","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000564"
"438","0.769032","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000541"
"439","0.769679","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000647"
"440","0.770346","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000667"
"441","0.770982","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000636"
"442","0.771488","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000506"
"443","0.772009","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000521"
"444","0.772816","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000807"
"445","0.773759","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000943"
"446","0.774618","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000859"
"447","0.775478","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000860"
"448","0.776364","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"449","0.777250","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"450","0.778238","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000988"
"451","0.779021","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000783"
"452","0.779943","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000922"
"453","0.780812","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000869"
"454","0.781694","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"455","0.782649","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000955"
"456","0.783452","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000803"
"457","0.784357","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000905"
"458","0.785238","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000881"
"459","0.786112","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000874"
"460","0.787081","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000969"
"461","0.787889","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000808"
"462","0.788771","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000882"
"463","0.789761","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000990"
"464","0.790544","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000783"
"465","0.791532","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000988"
"466","0.792418","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000886"
"467","0.793306","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000888"
"468","0.794189","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000883"
"469","0.795029","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000840"
"470","0.795862","10.0.0.1","10.0.0.2","DNS","Unknown operation (11) 0x5858[Malformed Packet]","554","0.000833"
