"No.","Time","Source","Destination","Protocol","Length","Info","Delta"
"240","0.993074","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004330"
"241","0.997377","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004303"
"242","1.001713","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004336"
"243","1.006015","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004302"
"244","1.010414","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004399"
"245","1.014835","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004421"
"246","1.019150","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004315"
"247","1.023537","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004387"
"249","1.027748","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004211"
"250","1.031972","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004224"
"251","1.036289","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004317"
"252","1.040615","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004326"
"253","1.044955","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004340"
"254","1.049476","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004521"
"255","1.053707","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004231"
"256","1.057942","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004235"
"257","1.062253","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004311"
"258","1.066587","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004334"
"259","1.071247","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004660"
"260","1.075534","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004287"
"261","1.079622","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004088"
"262","1.084100","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004478"
"263","1.088414","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004314"
"264","1.092765","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004351"
"265","1.097076","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004311"
"266","1.101427","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004351"
"267","1.105731","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004304"
"268","1.110147","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004416"
"269","1.114452","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004305"
"270","1.118668","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004216"
"271","1.122989","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004321"
"272","1.127507","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004518"
"273","1.131715","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004208"
"274","1.136080","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004365"
"275","1.140542","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004462"
"276","1.144742","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004200"
"277","1.148954","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004212"
"278","1.153523","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004569"
"279","1.157566","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004043"
"280","1.162096","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004530"
"281","1.166359","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004263"
"282","1.170496","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004137"
"283","1.174852","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004356"
"284","1.179216","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004364"
"285","1.183445","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004229"
"286","1.187774","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004329"
"287","1.192100","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004326"
"288","1.196418","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004318"
"289","1.200743","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004325"
"290","1.205083","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004340"
"291","1.209417","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004334"
"292","1.214055","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004638"
"293","1.218150","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004095"
"294","1.222506","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004356"
"295","1.226878","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004372"
"296","1.231141","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004263"
"297","1.235524","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004383"
"298","1.239904","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004380"
"299","1.244351","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004447"
"300","1.248594","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004243"
"301","1.252782","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004188"
"302","1.257208","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004426"
"303","1.261439","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004231"
"304","1.265754","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004315"
"305","1.270059","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004305"
"306","1.274546","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004487"
"307","1.278858","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004312"
"308","1.283163","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004305"
"309","1.287469","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004306"
"310","1.291705","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004236"
"311","1.296166","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004461"
"312","1.300495","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004329"
"313","1.304649","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004154"
"314","1.309143","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004494"
"315","1.313311","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004168"
"316","1.317627","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004316"
"317","1.322091","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004464"
"318","1.326278","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004187"
"319","1.330603","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004325"
"320","1.334930","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004327"
"321","1.339247","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004317"
"322","1.343579","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004332"
"323","1.347909","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004330"
"324","1.352250","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004341"
"325","1.356567","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004317"
"326","1.361344","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004777"
"327","1.365428","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004084"
"328","1.369715","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004287"
"329","1.374068","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004353"
"330","1.378367","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004299"
"331","1.382623","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004256"
"332","1.387038","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004415"
"333","1.391368","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004330"
"334","1.395708","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004340"
"335","1.399975","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004267"
"336","1.404462","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004487"
"337","1.408816","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004354"
"338","1.413083","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004267"
"339","1.417446","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004363"
"340","1.421774","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004328"
"341","1.426191","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004417"
"342","1.430422","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004231"
"343","1.434752","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004330"
"344","1.439467","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004715"
"345","1.443266","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.003799"
"346","1.447616","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004350"
"347","1.453232","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.005616"
"348","1.456513","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.003281"
"349","1.460470","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.003957"
"350","1.464899","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004429"
"351","1.469148","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004249"
"352","1.473551","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004403"
"353","1.477882","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004331"
"354","1.482839","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004957"
"355","1.486516","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.003677"
"356","1.490899","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004383"
"357","1.495112","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004213"
"358","1.499480","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004368"
"359","1.503766","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004286"
"360","1.508053","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004287"
"361","1.512389","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004336"
"362","1.516705","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004316"
"363","1.521033","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004328"
"364","1.525362","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004329"
"365","1.529812","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004450"
"366","1.534256","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004444"
"367","1.538572","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004316"
"368","1.542841","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004269"
"369","1.547081","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004240"
"370","1.551551","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004470"
"371","1.555706","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004155"
"372","1.560135","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004429"
"373","1.564525","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004390"
"374","1.568809","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004284"
"375","1.573136","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004327"
"376","1.577392","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004256"
"377","1.581701","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004309"
"378","1.586045","10.0.0.1","10.0.0.2","DNS","554","Unknown operation (11) 0x5858[Malformed Packet]","0.004344"
